id,type
1006410,star
1002228,unknown
1009997,star
1003382,star
1009139,star
1004860,unknown
1008399,star
1010917,star
1010745,star
1006568,star
1005354,unknown
1002984,star
1013922,star
1006082,star
1004139,star
1011512,star
1008555,star
1002045,star
1005849,star
1010870,star
1006712,unknown
1003007,star
1000331,star
1009404,star
1008003,star
1006763,star
1001102,star
1012463,star
1006791,star
1001053,star
1013783,star
1009387,star
1000750,star
1010741,star
1010437,star
1003432,star
1002981,star
1002681,star
1002106,star
1013853,star
1000909,star
1010890,galaxy
1007503,star
1013862,star
1000928,star
1004257,star
1012709,unknown
1004975,star
1012671,star
1001957,star
1006452,star
1009898,star
1006025,star
1001313,star
1004269,star
1008458,star
1000328,star
1013264,star
1005434,star
1009904,star
1009075,star
1007039,star
1012737,star
1003830,star
1013647,star
1002604,star
1012510,star
1010049,star
1012954,star
1000036,unknown
1010652,star
1007212,star
1001130,unknown
1006156,star
1001398,star
1004969,star
1001711,star
1003349,star
1001573,star
1006636,star
1002768,star
1004815,star
1005900,star
1004991,unknown
1002694,unknown
1006818,star
1006071,star
1005515,star
1012134,star
1004325,star
1008304,star
1006829,star
1003713,star
1009055,star
1005965,star
1003703,star
1008760,unknown
1002710,star
1006268,star
1001939,star
1006008,star
1008950,star
1012072,star
1008739,star
1009663,star
1005769,unknown
1002215,star
1002291,unknown
1011318,star
1006972,star
1012007,star
1007858,star
1001312,star
1004890,star
1001985,star
1000308,star
1004496,star
1011544,star
1003679,star
1001929,unknown
1005481,star
1005703,star
1010626,unknown
1008004,star
1005664,star
1006002,star
1007810,star
1009390,star
1001604,star
1000701,star
1012936,star
1006943,star
1013778,star
1000360,star
1012705,star
1010427,unknown
1010848,star
1000088,star
1012279,star
1009700,star
1011826,star
1002299,star
1010417,star
1004786,star
1000856,star
1006884,star
1008151,star
1000578,star
1008082,star
1002248,unknown
1013304,star
1001914,star
1002533,star
1009575,star
1002293,star
1004317,star
1007615,star
1002059,star
1008598,star
1010545,star
1006525,star
1005814,star
1011059,star
1007123,star
1012691,star
1007859,star
1004558,star
1008436,star
1002294,star
1000496,star
1010107,star
1001181,star
1003385,unknown
1003686,unknown
1011691,star
1008972,star
1012575,star
1001577,star
1001909,star
1005718,star
1010421,star
1007265,star
1008866,star
1001086,star
1012470,star
1009267,star
1005361,star
1002808,star
1001630,star
1001749,star
1008272,star
1001080,unknown
1000105,star
1009795,star
1006086,star
1007201,unknown
1001415,star
1001346,star
1013045,star
1006162,star
1003300,star
1004569,star
1010395,star
1004354,star
1013785,star
1011335,star
1005022,star
1014068,star
1010901,star
1012820,star
1008850,star
1005537,unknown
1008592,star
1004389,star
1013787,star
1011597,star
1000999,star
1008263,star
1010735,star
1008998,star
1013212,star
1008392,star
1006369,star
1006380,star
1006389,star
1003554,star
1007600,star
1001350,unknown
1003239,star
1006451,star
1001803,star
1010614,star
1002191,unknown
1003709,star
1001849,star
1012141,star
1008984,star
1007964,star
1002514,galaxy
1013292,star
1002662,star
1006399,star
1010057,star
1004396,star
1013361,star
1007038,star
1005937,star
1005297,star
1012075,star
1012333,star
1007174,star
1001141,star
1002866,star
1005271,star
1007311,star
1001009,star
1004925,star
1010993,star
1012291,star
1007098,star
1011087,star
1005901,star
1006015,star
1010090,star
1003773,unknown
1008237,unknown
1002583,galaxy
1006575,star
1009148,star
1007393,star
1001791,star
1010854,star
1011925,star
1009281,star
1005904,star
1008594,star
1002725,star
1000892,star
1010806,star
1002139,star
1007499,star
1013360,star
1013912,star
1008370,unknown
1006965,unknown
1003311,star
1009573,star
1011962,star
1008059,star
1007017,star
1013870,star
1012591,star
1005811,star
1006192,star
1005728,star
1008286,star
1006417,star
1000683,star
1006665,star
1009046,star
1006719,star
1002699,star
1007330,star
1007922,star
1006777,star
1003229,star
1013627,star
1007797,star
1004888,star
1004393,star
1009427,star
1012203,star
1000170,star
1010351,unknown
1011995,star
1004109,star
1008704,star
1003735,star
1006282,star
1011669,star
1010332,star
1013840,star
1000740,unknown
1004987,unknown
1004159,star
1001223,star
1004256,star
1000428,star
1004080,star
1012329,star
1006555,star
1010314,star
1011202,star
1002328,star
1000595,star
1007500,star
1003920,star
1004796,star
1007439,star
1005638,star
1001853,star
1012305,star
1002483,star
1003289,star
1012369,star
1009621,unknown
1006503,star
1002593,star
1006182,star
1004805,star
1011769,star
1010466,star
1003510,unknown
1002004,star
1011247,star
1005748,star
1000057,star
1005611,star
1008174,star
1012288,star
1005049,star
1006758,star
1009896,star
1000435,star
1007069,star
1009826,star
1006202,star
1009640,unknown
1006813,star
1000233,star
1003982,star
1001911,star
1010294,star
1013828,star
1002571,star
1003914,star
1002043,star
1003605,star
1008013,star
1008280,star
1010152,star
1003580,star
1007075,star
1003967,star
1010577,star
1013776,star
1003559,star
1011305,star
1001336,star
1000476,star
1011353,star
1001597,star
1001342,star
1003647,star
1012060,unknown
1004932,star
1008047,star
1005605,star
1001003,star
1007536,star
1003567,star
1000064,star
1012098,star
1003635,star
1005321,star
1005577,star
1002371,star
1011094,star
1007428,star
1007240,star
1013926,star
1009085,star
1005119,star
1007971,star
1012189,star
1012710,star
1012667,star
1004382,star
1002110,star
1008427,star
1013755,star
1012011,unknown
1008178,star
1000242,star
1008525,star
1006446,star
1005516,star
1001131,star
1011717,star
1007839,star
1006049,star
1004145,star
1010473,unknown
1000549,star
1005643,star
1007077,star
1013245,star
1013686,star
1003623,unknown
1010191,star
1004567,star
1004444,star
1011926,star
1011346,star
1004180,star
1011609,unknown
1008100,unknown
1007535,star
1001715,star
1009349,star
1010373,star
1007246,star
1002384,star
1005453,star
1001119,galaxy
1008783,star
1002660,star
1006632,star
1009303,star
1006899,star
1007515,star
1007315,star
1010996,unknown
1001799,star
1013027,star
1013681,star
1007250,star
1009276,star
1002065,star
1011013,star
1009044,star
1002960,star
1005279,star
1013271,star
1001632,star
1010895,star
1012669,star
1012997,star
1012618,star
1001740,star
1013166,star
1012437,star
1013410,star
1006755,star
1001586,star
1008039,unknown
1008501,star
1009635,star
1004532,star
1013655,star
1011509,star
1009027,star
1004985,star
1002598,star
1000709,star
1014004,star
1004997,star
1004229,star
1013545,star
1004491,star
1001072,star
1010477,star
1012418,galaxy
1012692,star
1010456,star
1009854,star
1012023,star
1002616,star
1010337,star
1004215,unknown
1000936,star
1006789,star
1001357,star
1009297,star
1012790,star
1012225,star
1007345,star
1012442,star
1005793,star
1000323,star
1001499,star
1000087,star
1008468,star
1010929,star
1001484,star
1002185,star
1005305,star
1005967,star
1012275,unknown
1013272,star
1013396,star
1004995,star
1003891,unknown
1009101,star
1009919,star
1010972,star
1007934,star
1001184,unknown
1003565,star
1009638,star
1000384,star
1008428,star
1010074,star
1011255,star
1008264,star
1006545,star
1002071,star
1004916,star
1012627,star
1001956,unknown
1002541,star
1006447,star
1009375,star
1010574,star
1012270,galaxy
1002735,unknown
1011505,star
1007691,star
1005898,star
1013861,star
1005706,star
1008103,star
1010951,star
1001816,star
1002999,star
1010676,star
1005043,star
1000869,star
1010715,star
1001641,unknown
1002372,star
1012062,star
1013219,star
1003303,star
1003590,star
1004571,star
1002036,star
1010317,star
1014080,star
1013037,star
1011139,star
1001316,star
1010396,star
1000513,star
1009076,star
1012308,star
1008623,star
1007881,star
1005247,star
1011437,star
1013834,star
1001890,star
1010474,star
1000027,star
1009862,star
1001194,star
1010230,star
1012314,star
1013081,star
1012493,star
1004285,star
1012902,star
1007200,star
1007068,unknown
1007914,star
1009797,star
1008254,star
1005264,star
1000718,star
1006708,star
1001363,star
1005879,star
1007272,star
1000229,star
1011460,star
1011005,star
1006995,star
1008316,star
1007292,star
1003983,star
1010470,star
1011792,star
1004791,star
1003908,star
1008846,galaxy
1004859,star
1007582,star
1002529,unknown
1013998,star
1003002,star
1006488,star
1002037,star
1003086,star
1008615,unknown
1012379,star
1012202,star
1013930,star
1005684,star
1008223,unknown
1002128,star
1001442,star
1001098,star
1000569,star
1006427,star
1005160,star
1002580,star
1005543,star
1012817,star
1013284,star
1004896,star
1003942,star
1001542,unknown
1002470,star
1007690,star
1004333,star
1000216,star
1006497,star
1010266,star
1005077,star
1001718,star
1005723,star
1000337,star
1006079,star
1001024,star
1007059,star
1006926,star
1004005,star
1002531,unknown
1000627,star
1001626,star
1009935,star
1013520,star
1002453,star
1003144,star
1012699,star
1006634,star
1006924,star
1009762,star
1008065,star
1009711,star
1009234,star
1009478,star
1010112,star
1010640,star
1007070,unknown
1004610,star
1012453,star
1000880,star
1003216,star
1001116,star
1002894,star
1009197,star
1007665,star
1011728,star
1002790,star
1002955,star
1003944,star
1004776,star
1008339,star
1013050,star
1002640,star
1005406,star
1007584,star
1008824,star
1010479,star
1010796,star
1010817,star
1002752,star
1005319,star
1007598,star
1001164,star
1003140,star
1012020,star
1013365,star
1003731,star
1008954,star
1011612,star
1003727,star
1012626,star
1010826,star
1013199,star
1005055,star
1010685,star
1000121,star
1001064,qso
1008366,star
1012187,star
1013821,star
1008679,galaxy
1006894,star
1008043,star
1000410,star
1009876,star
1001680,star
1013639,star
1004629,star
1010201,star
1003959,star
1012166,star
1005817,star
1004270,star
1008211,star
1004756,star
1012664,star
1009339,star
1001653,star
1001809,star
1009846,star
1003276,star
1003999,star
1002635,star
1011109,star
1011810,star
1004479,star
1009087,star
1009425,star
1006251,star
1000985,unknown
1010568,star
1001900,unknown
1006629,star
1011789,star
1007060,star
1008798,star
1000929,star
1008550,star
1010760,star
1003334,star
1001192,star
1004167,unknown
1011595,star
1005291,star
1009254,star
1011130,star
1001413,star
1010358,star
1012461,star
1004613,star
1012263,star
1012919,star
1009434,star
1010165,star
1000112,star
1008885,star
1009521,galaxy
1000171,star
1000475,star
1009147,star
1000379,qso
1007589,star
1008638,star
1004982,star
1008325,star
1009878,star
1010505,star
1000325,star
1005722,star
1000235,star
1004726,star
1013051,star
1002077,star
1012247,star
1003685,star
1012428,star
1011632,star
1006394,star
1013233,unknown
1004204,star
1003746,star
1008603,star
1005469,star
1008476,star
1003248,star
1005983,star
1000706,star
1000844,star
1001915,star
1014089,star
1011603,galaxy
1010413,star
1003450,star
1004093,star
1009325,star
1014053,unknown
1005557,star
1008835,star
1008657,star
1003704,star
1011755,star
1007581,star
1005328,star
1001395,star
1006012,star
1005600,star
1008386,star
1013636,star
1005001,unknown
1000966,star
1010766,star
1007550,unknown
1010319,star
1002219,star
1012781,star
1010687,star
1012351,star
1000211,star
1009600,star
1012262,star
1010431,star
1010958,star
1005647,star
1001829,star
1002577,star
1006928,star
1005812,star
1008821,star
1002880,star
1012923,star
1002389,star
1013029,star
1005423,qso
1000059,star
1012240,galaxy
1006617,star
1014098,star
1010209,star
1010258,star
1002944,star
1003282,star
1001197,star
1000753,unknown
1002320,star
1012343,star
1005236,star
1012849,star
1011231,star
1004750,star
1006431,star
1000831,star
1007084,star
1003435,star
1005923,star
1009793,star
1013462,star
1011155,star
1009313,star
1009930,star
1008646,star
1004704,star
1013518,star
1008831,star
1005212,star
1013306,star
1006720,star
1007312,star
1013618,star
1011923,star
1013517,star
1009668,star
1008616,star
1007158,star
1012204,star
1001620,star
1006005,star
1004974,star
1001695,star
1010197,star
1008742,star
1004685,star
1003670,star
1013161,star
1010598,star
1002138,star
1001391,star
1009395,star
1010752,star
1012656,star
1009694,star
1006221,star
1011726,star
1007629,star
1010965,star
1010315,star
1008606,star
1007103,star
1005657,star
1001882,star
1007063,star
1010967,star
1011518,star
1007135,star
1001421,star
1013964,star
1010166,star
1008924,star
1009648,star
1004553,star
1009798,star
1011573,star
1006032,star
1006043,unknown
1012999,star
1003139,star
1006317,star
1006109,star
1007151,star
1003693,star
1012668,star
1001375,star
1008302,star
1005854,star
1010597,star
1008810,star
1010837,qso
1009813,star
1011622,star
1002995,star
1006267,star
1012930,star
1005052,star
1004221,star
1008179,star
1006011,star
1004998,star
1001227,star
1005430,star
1003369,star
1001840,star
1010702,star
1008349,unknown
1008333,star
1013728,star
1003593,star
1001861,star
1000205,star
1013956,star
1001418,star
1003500,star
1003514,unknown
1001222,star
1010625,star
1011787,star
1004106,star
1005194,star
1002079,star
1004681,star
1001036,star
1001802,unknown
1004021,star
1013712,star
1004250,star
1004539,star
1013650,unknown
1005349,star
1013719,star
1006644,star
1003648,star
1012151,star
1012417,star
1009838,star
1001040,star
1013868,star
1008654,star
1004728,star
1010915,star
1003489,star
1003238,star
1013511,unknown
1013323,star
1007518,star
1009144,star
1009903,star
1006876,star
1005352,star
1002965,star
1006233,star
1006287,star
1009581,star
1008765,star
1002230,star
1000914,star
1010288,galaxy
1012762,star
1013703,star
1004547,star
1013877,star
1001235,star
1001182,star
1002881,star
1007179,star
1011619,star
1012845,star
1004173,star
1009290,star
1000139,star
1007711,star
1004240,star
1006785,star
1012462,star
1011378,star
1012799,star
1002197,star
1006509,star
1013911,star
1006443,star
1006841,star
1008060,star
1013590,star
1005968,star
1008784,star
1011243,star
1013355,star
1002218,star
1004373,star
1001870,star
1012394,star
1007014,star
1004554,unknown
1005139,star
1005842,star
1011876,star
1001815,star
1003536,star
1003254,star
1009381,star
1004967,star
1003136,star
1011489,star
1002747,star
1001078,star
1011349,star
1002780,star
1008273,star
1001921,star
1005699,star
1012516,star
1002715,star
1008676,unknown
1000723,star
1012415,star
1004894,star
1004475,star
1002504,star
1008037,star
1013857,star
1011812,star
1006062,unknown
1006608,star
1012514,star
1002614,star
1007042,star
1002009,star
1007119,star
1001444,unknown
1009006,unknown
1008989,star
1009014,star
1010679,star
1004214,star
1008172,star
1003057,star
1009946,star
1011369,star
1011017,star
1007088,star
1003396,star
1005228,star
1003336,star
1005698,star
1009564,star
1007166,star
1004130,star
1009163,star
1011746,star
1005099,unknown
1000539,star
1002406,star
1000260,star
1007814,star
1001989,star
1004163,star
1001008,star
1009382,star
1011942,star
1008816,star
1008227,star
1002297,star
1000390,star
1003975,star
1011424,star
1013508,star
1009780,star
1011943,star
1009786,star
1006490,star
1013226,star
1011284,galaxy
1008002,unknown
1001585,star
1012569,star
1004311,star
1012550,star
1011210,star
1006130,star
1007540,star
1013812,unknown
1003710,star
1002306,star
1004161,star
1013878,star
1002438,star
1005124,star
1001800,star
1002500,star
1004643,star
1009286,star
1005819,star
1013905,star
1005719,star
1011525,star
1000303,star
1001324,star
1005710,star
1005340,star
1009471,star
1003319,star
1013839,star
1011675,star
1002764,star
1010507,star
1002858,star
1007559,star
1005134,star
1000461,star
1006809,star
1013642,star
1005116,star
1010054,star
1009299,star
1009614,star
1003101,star
1003543,star
1004621,star
1013382,star
1013473,star
1010554,star
1002331,star
1002040,star
1008613,star
1000462,star
1002862,star
1009489,star
1011848,star
1003906,star
1003421,star
1013184,star
1003338,star
1013033,star
1000871,star
1006956,star
1001337,star
1010948,star
1003582,unknown
1010832,star
1003655,star
1008294,star
1003573,star
1014083,star
1000375,star
1003034,star
1007034,star
1012875,star
1002158,unknown
1009565,star
1009181,star
1001637,star
1012174,star
1004184,star
1004887,star
1004332,star
1012049,star
1000852,star
1000483,star
1007127,star
1013814,star
1012047,star
1001209,star
1010746,star
1011689,star
1004779,star
1011266,star
1012615,star
1010465,star
1005765,star
1004181,star
1012908,star
1005978,star
1005565,star
1012499,galaxy
1014115,star
1002630,star
1008867,star
1011456,star
1001330,star
1008093,unknown
1010673,star
1005290,star
1003963,star
1012112,star
1012038,star
1010747,star
1002462,star
1011930,unknown
1004211,star
1010310,star
1012399,star
1002762,star
1009902,star
1010346,star
1001126,star
1010292,star
1008057,star
1008394,star
1004729,star
1012779,star
1011683,star
1001982,star
1005477,star
1010071,star
1004552,unknown
1003018,star
1008505,star
1006931,star
1010686,star
1005147,star
1004418,star
1010620,star
1008447,star
1000157,star
1007720,star
1013904,star
1002133,unknown
1009955,star
1008769,star
1007032,star
1005429,star
1008010,star
1012931,star
1006216,star
1004466,star
1005934,star
1007258,star
1006827,star
1004472,star
1009472,star
1012216,star
1005620,star
1001574,star
1003673,star
1007488,star
1007552,star
1001173,star
1005209,star
1007187,star
1008411,star
1012524,star
1012552,star
1008430,unknown
1005853,unknown
1002589,star
1007009,star
1011688,star
1011606,star
1005801,unknown
1008357,star
1007357,star
1001908,star
1000498,star
1013250,star
1013982,star
1000635,star
1009209,star
1001535,star
1011297,star
1012082,star
1009993,star
1009859,star
1003031,galaxy
1009735,unknown
1013634,star
1002595,star
1005076,star
1003183,star
1010487,star
1010497,star
1000656,star
1002687,star
1005028,star
1000356,star
1006548,star
1013420,star
1008949,star
1002993,star
1005654,star
1008251,star
1009174,star
1007565,star
1009121,star
1010754,star
1011303,star
1007064,star
1006117,star
1004687,unknown
1011600,star
1013928,star
1005378,star
1007967,star
1011491,star
1009400,star
1012005,star
1001298,star
1010481,star
1010063,star
1001087,star
1010659,star
1000028,unknown
1000338,star
1007641,star
1003083,star
1008005,star
1001543,star
1011571,star
1014107,star
1002853,star
1009868,star
1000224,star
1003614,star
1007178,star
1009995,star
1003194,star
1011677,unknown
1012640,star
1006385,star
1000565,star
1009175,star
1002378,star
1007994,star
1004290,unknown
1006244,star
1012236,star
1010056,star
1003545,star
1002506,star
1006074,star
1005837,star
1000923,star
1002740,star
1000073,star
1009368,star
1013819,star
1011760,star
1010325,star
1012310,star
1010078,star
1013249,star
1011081,star
1003213,star
1013042,star
1010135,star
1012479,star
1003570,star
1008459,star
1011618,star
1000588,galaxy
1001273,star
1007811,star
1007109,star
1012327,star
1009899,star
1011310,star
1013849,star
1011545,unknown
1011350,star
1008991,star
1013007,star
1003974,star
1010642,star
1008640,unknown
1010208,star
1004882,star
1001583,star
1007169,galaxy
1008473,star
1008322,star
1007208,star
1013804,star
1004751,star
1008385,star
1012363,unknown
1010875,star
1002440,star
1008315,star
1013640,star
1004752,unknown
1009963,star
1013313,star
1002189,star
1013810,star
1012466,star
1011811,star
1009924,star
1006775,star
1009622,star
1011499,star
1001628,star
1006435,star
1000545,star
1010882,star
1000902,star
1012727,star
1008168,star
1003425,star
1003199,star
1006248,star
1005381,star
1008063,star
1007554,star
1000363,star
1013087,star
1005782,unknown
1012967,star
1013774,star
1005184,star
1012714,star
1004922,star
1002545,star
1004198,star
1011704,star
1009546,star
1006580,star
1011680,star
1006044,star
1002169,star
1010814,star
1007450,star
1012355,star
1012655,star
1008626,star
1000089,star
1007707,star
1004775,unknown
1010402,star
1007076,qso
1013345,star
1003946,star
1008029,star
1012554,star
1013078,star
1008311,star
1001111,star
1004919,star
1012342,star
1012221,unknown
1010400,star
1004318,star
1014064,star
1002765,star
1005090,star
1006788,star
1006227,star
1002561,star
1002497,star
1004326,star
1013876,star
1006883,star
1011121,star
1008527,star
1001517,star
1007438,star
1008633,star
1008289,unknown
1005957,unknown
1008443,star
1003294,star
1005468,star
1010052,star
1001187,star
1004673,star
1010271,unknown
1008789,star
1007036,star
1006171,star
1010469,unknown
1001693,star
1001356,star
1013740,star
1007903,star
1003427,star
1004327,star
1002202,star
1005989,star
1011164,star
1009650,star
1008371,star
1005100,star
1010608,star
1005506,star
1001610,star
1011409,unknown
1004634,star
1003728,star
1008677,star
1012312,star
1009213,star
1001167,star
1011643,star
1000791,star
1013589,star
1002920,star
1000650,star
1004801,star
1006432,star
1009660,star
1010459,star
1011448,star
1006324,star
1008137,star
1011199,star
1001263,star
1000181,unknown
1006403,star
1007645,star
1010484,star
1000166,star
1011745,star
1003403,star
1011105,unknown
1006850,star
1008838,unknown
1009146,star
1013123,star
1007783,star
1006000,star
1001595,star
1003321,star
1004639,star
1005561,star
1000555,star
1003411,star
1013389,star
1004500,star
1008982,star
1008537,star
1008543,star
1013763,star
1010446,unknown
1007321,star
1004340,star
1006460,star
1001339,unknown
1011477,star
1007760,star
1012021,star
1002268,star
1000349,unknown
1012366,star
1002120,galaxy
1002014,star
1008372,star
1009403,star
1009781,star
1003526,star
1012380,star
1005554,star
1002989,star
1005475,star
1002394,star
1012053,star
1005789,star
1008232,star
1012955,star
1004646,star
1002174,star
1011060,star
1003206,star
1011403,star
1013577,star
1013300,star
1001299,star
1005637,star
1004209,star
1000705,star
1001069,star
1013867,star
1002452,star
1005072,star
1004260,star
1004188,star
1012809,star
1001480,unknown
1006129,star
1000500,star
1004452,star
1005199,star
1003120,star
1011342,star
1009048,star
1002367,star
1006384,star
1000094,star
1011791,star
1004469,unknown
1008281,star
1004350,star
1002565,star
1005079,star
1008152,star
1011112,star
1013370,star
1012795,star
1007071,star
1012786,star
1001507,star
1000326,star
1008766,star
1009423,star
1000238,star
1008827,star
1002351,star
1006900,star
1005666,star
1004941,unknown
1008402,star
1000633,star
1007081,star
1006113,star
1012531,star
1006710,star
1000456,unknown
1010044,star
1008084,star
1006499,star
1001343,galaxy
1006159,star
1002776,star
1001812,star
1009847,star
1011394,star
1006133,star
1011895,star
1005986,star
1013537,star
1002386,star
1001706,star
1007288,unknown
1011629,star
1004513,star
1002597,star
1007708,star
1013024,star
1007888,star
1012199,star
1001403,star
1009318,unknown
1007942,star
1009264,star
1001043,star
1005048,star
1006852,star
1009247,star
1004637,star
1013579,star
1001709,star
1008952,star
1008409,unknown
1012426,star
1013030,star
1003643,star
1011715,unknown
1004417,star
1007961,star
1000659,star
1010018,star
1006547,star
1003677,star
1008432,star
1012568,star
1006116,star
1000416,star
1005549,star
1003907,star
1013444,star
1012986,star
1003653,star
1011816,star
1003422,galaxy
1005951,star
1011440,star
1010270,star
1000320,star
1008645,star
1005395,unknown
1002836,star
1002860,star
1010567,star
1013162,star
1010578,star
1001354,star
1005016,star
1003375,star
1001297,star
1001254,star
1013101,star
1007301,star
1010991,star
1006292,star
1000610,star
1004096,star
1005517,qso
1005173,star
1009552,star
1001734,star
1011922,star
1005364,star
1013282,star
1003295,star
1001344,star
1012555,star
1001114,star
1002307,star
1002570,star
1003326,star
1005919,star
1007040,star
1005658,star
1010787,star
1001804,star
1010175,unknown
1007235,star
1002499,star
1001309,star
1009178,star
1013637,star
1010773,star
1004336,star
1014030,star
1007790,star
1006875,star
1013367,star
1005916,star
1013094,star
1008235,star
1000200,star
1000284,star
1003128,star
1013989,star
1002751,star
1005997,star
1003822,star
1000304,star
1010700,star
1000931,star
1009824,star
1008761,unknown
1003392,unknown
1004201,star
1001031,star
1005590,star
1006290,star
1002985,unknown
1011126,star
1009019,star
1013921,star
1002033,star
1001135,star
1009811,star
1001147,star
1007578,star
1013951,star
1008270,star
1005500,star
1011890,unknown
1001010,star
1004388,unknown
1011678,unknown
1010214,star
1005222,star
1011638,unknown
1001315,star
1000807,star
1004716,star
1009745,star
1008817,star
1001244,star
1012303,star
1007679,star
1002401,star
1007110,star
1013757,star
1011697,star
1012943,star
1000272,star
1002653,star
1004141,star
1003260,star
1009579,star
1004800,unknown
1006787,star
1013481,star
1009196,star
1002644,star
1010617,star
1009800,star
1008426,star
1010241,star
1007336,star
1006649,star
1007480,star
1005960,star
1004605,star
1007016,star
1006877,unknown
1009994,star
1001355,star
1000446,star
1005645,star
1009739,star
1013973,star
1006057,star
1006796,star
1014024,star
1004897,unknown
1013188,star
1008701,unknown
1008345,star
1000025,star
1011040,star
1006937,unknown
1011170,star
1011935,star
1002160,star
1011153,star
1012079,star
1008564,star
1007537,star
1007189,star
1001944,star
1005733,star
1008033,star
1008987,star
1003099,star
1005262,star
1013746,star
1008483,star
1007909,star
1012925,star
1012503,star
1005622,star
1003231,galaxy
1011887,star
1003971,star
1011837,star
1002050,star
1010033,star
1007654,unknown
1011452,star
1010141,unknown
1013731,unknown
1003660,star
1003884,unknown
1012159,star
1008380,star
1005044,star
1007773,star
1013889,star
1002143,star
1011137,star
1003061,star
1012633,star
1008869,star
1010605,star
1004477,star
1002055,star
1005519,star
1001987,star
1007276,star
1003023,star
1010176,star
1011561,star
1000022,star
1004499,star
1005681,star
1001301,star
1007770,star
1000495,star
1009022,star
1002528,star
1013089,star
1007987,star
1008611,star
1006269,star
1003796,star
1011186,star
1010904,star
1000972,star
1004224,unknown
1012319,star
1012802,star
1007523,star
1009464,star
1002729,star
1001608,star
1005206,star
1010581,star
1002820,unknown
1013440,star
1004612,star
1011212,star
1001396,star
1004154,star
1011719,star
1000675,star
1003001,star
1008112,star
1011216,star
1001093,star
1006420,star
1011841,star
1011900,star
1007080,star
1003080,star
1010419,star
1011710,star
1006280,star
1012808,star
1008173,star
1005882,star
1004399,star
1009860,star
1008214,star
1007153,unknown
1005510,star
1013931,star
1012299,star
1003539,star
1004579,star
1004649,star
1003097,star
1012126,star
1013991,star
1003575,star
1005838,star
1008736,star
1006786,star
1002914,star
1006225,star
1012184,star
1000653,star
1006742,star
1013923,star
1007140,star
1010091,star
1007117,star
1009203,star
1003342,star
1008583,star
1006633,star
1011316,star
1008912,star
1004137,star
1001286,star
1010678,star
1014079,star
1012058,star
1000482,star
1003247,unknown
1007445,star
1005097,star
1012212,star
1004105,star
1005676,star
1011429,star
1005433,star
1013136,star
1002656,star
1008014,star
1003886,star
